UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
4212,1955,Male,"$75,000 - $100,000",Married (w/kids),,Democrat,,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,,No,No,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,No,No,No,Grrr people,Yes,,,Yes,No,Yes,Yes,No,No,Yes,No,No,Own,Optimist,Dad,No,Yes,No,,Nope,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,96
4213,1984,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,No,No,No,No,No,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,,,,,,,,,,,Yes,Yay people!,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Rent,Optimist,Dad,No,No,Yes,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,91
4214,NA,,,,,,,,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
4215,1955,Female,"$75,000 - $100,000",Married (w/kids),,Democrat,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,,No,No,No,TMI,No,No,Talk,Technology,No,Yes,,,No,,No,,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,,No,Yes,Yes,,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,93
4216,1995,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Independent,No,No,No,No,Yes,Yes,Public,,Yes,Yes,Yes,No,,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,,,No,,Standard hours,No,Happy,Yes,No,No,,A.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,,No,Supportive,No,PC,No,Cautious,,Umm...,Yes,Space,No,Online,No,No,Yes,,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,,,No,Rent,Pessimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,90
4217,1968,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,No,No,No,Yes,Yes,No,Public,No,Yes,No,Yes,No,No,Yes,Art,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,Yes,Yes,No,,,,,,,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,,No,,,,Yes,91
4218,NA,,,,,,No,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,No,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,No,No,,,Yes,No,Yes,Yes,Yes,Supportive,No,PC,,,,,No,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,52
4219,NA,,,,,,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Rent,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,101
4220,1998,Female,"under $25,000",Single (no kids),Current K-12,,Yes,Yes,No,No,Yes,Yes,Public,Yes,No,No,No,Yes,No,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,No,,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,TMI,No,No,Tunes,Technology,Yes,Yes,,Yes,,Demanding,,PC,Yes,Risk-friendly,,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Only-child,,Yes,,94
4221,1970,Female,"$75,000 - $100,000",Married (no kids),,Independent,No,No,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,Yes,TMI,No,No,Talk,Technology,,Yes,No,No,No,Supportive,Yes,PC,Yes,Cautious,No,,No,,,In-person,Yes,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,,No,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,96
4222,1957,Female,,Married (w/kids),Bachelor's Degree,Republican,No,No,No,No,No,Yes,Public,No,No,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,No,No,Yes,Mysterious,Yes,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,,No,Yes,Yes,Yes,No,100
4223,NA,,,,,,,Yes,No,No,Yes,Yes,Private,No,Yes,Yes,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
4224,1939,Male,"$75,000 - $100,000",Married (no kids),,Independent,,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,No,Yes,Yes,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,No,Yes,Yay people!,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Own,Pessimist,Dad,No,Yes,No,No,Check!,Yes,No,No,No,Yes,No,Only-child,Yes,Yes,Yes,100
4225,1997,Male,"under $25,000",Single (no kids),Current K-12,Libertarian,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Try first,Yes,Yes,No,No,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,No,Supportive,Yes,PC,Yes,Risk-friendly,No,Yes!,Yes,Space,No,In-person,Yes,No,No,Yes,Grrr people,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,101
4226,1943,Male,"over $150,000",Domestic Partners (no kids),Master's Degree,Independent,No,No,No,No,Yes,Yes,Private,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,,No,No,Giving,Yes,No,Idealist,No,No,Hot headed,,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,Yes,No,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Own,Optimist,Dad,No,No,No,No,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,99
4227,NA,Male,"over $150,000",Married (w/kids),Doctoral Degree,Libertarian,Yes,No,No,Yes,Yes,Yes,Public,,Yes,No,No,Yes,Yes,Yes,Science,,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,,Yes,Yes,Yes,A.M.,Yes,,,No,Me,No,,Yes,Yes,No,TMI,,Yes,,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,,No,Yes,Yes,Yes,,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Own,Optimist,Dad,No,No,,Yes,Nope,Yes,No,No,No,,No,Yes,No,Yes,Yes,89
4228,NA,,,,,Libertarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,TMI,Yes,No,Talk,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,Online,No,No,Yes,Yes,Grrr people,,,,,,Yes,No,No,Yes,No,No,No,Own,Pessimist,Dad,,Yes,No,No,Nope,Yes,No,No,Yes,,No,,,,,49
4229,1993,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,No,No,Yes,No,Yes,Public,No,No,No,,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Receiving,No,No,,No,Yes,Cool headed,Odd hours,No,,No,,,,P.M.,No,Start,No,No,Me,No,No,Yes,No,No,Mysterious,No,,Tunes,Technology,No,No,Yes,,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,,Yes,No,Yes,Yes,Yes,No,,,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,No,No,No,No,No,No,Yes,No,No,Yes,89
4230,1997,Male,"$100,001 - $150,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Mysterious,No,,Tunes,People,Yes,No,,,Yes,,,,,Cautious,,,No,,No,In-person,No,Yes,Yes,Yes,Yay people!,,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,24
4231,1969,Female,"$75,000 - $100,000",Single (no kids),,Republican,,Yes,No,Yes,No,Yes,Public,,Yes,No,Yes,No,No,Yes,Art,Try first,Yes,Yes,,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,,Yes,,No,Yes,Yes,,P.M.,No,,Yes,No,Me,No,No,No,No,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,,No,No,,No,,Yes,Cautious,No,Yes!,No,Socialize,No,,,Yes,Yes,Yes,,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,,,,,,,,,,,,,Yes,75
4232,1995,Male,,,Current K-12,Libertarian,,,,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,,,,No,Yes,Yes,,No,Yes,,No,,,,No,,,No,No,,,,Start,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,,No,No,Talk,People,No,,Yes,,No,Demanding,,,No,Cautious,Yes,Umm...,No,,Yes,In-person,No,Yes,Yes,Yes,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,Yes,No,,No,Only-child,No,No,No,76
4233,1961,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,,,,,,,,No,Yes,No,No,No,No,Yes,Art,Try first,Yes,No,No,Yes,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,TMI,No,No,,,,,,,,,,,Yes,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,No,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,72
4234,1986,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Independent,,No,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,No,Yes,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Right,No,No,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,100
4235,1967,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Democrat,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Right,No,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Me,No,Yes,Yes,No,Yes,TMI,No,No,Tunes,Technology,No,No,Yes,No,No,Demanding,No,PC,No,Cautious,Yes,,Yes,,No,Online,No,Yes,Yes,No,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,99
4236,1987,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,Independent,Yes,Yes,No,Yes,,,,,,,,No,No,,,Study first,No,No,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Hot headed,Odd hours,No,,Yes,Yes,Yes,Yes,P.M.,,,Yes,No,Me,,,,,,Mysterious,Yes,,Tunes,People,No,,Yes,,,,,,No,Risk-friendly,Yes,Yes!,,Space,No,In-person,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
4237,1976,Male,"over $150,000",Married (no kids),,Libertarian,,,,,,,,,,,,,,,,,,,,,,,No,Pragmatist,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Supportive,Yes,PC,Yes,Risk-friendly,,,,,,In-person,Yes,Yes,,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,25
4238,1981,Male,"$75,000 - $100,000",Married (w/kids),,Libertarian,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,No,No,Giving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Odd hours,No,Right,Yes,No,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
4239,NA,,,,,,Yes,No,,No,,,,,,,,,,,,,,,,,,,Yes,Pragmatist,,,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,Start,No,No,,,,,,,,No,,Talk,People,Yes,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,30
4240,1995,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,,,No,,,,,Yes,No,No,Yes,Yes,Yes,,,Study first,,Yes,,,,Yes,,,Yes,Yes,Hot headed,,,,,,,,,,,,,,,,,,,Mysterious,,Yes,,,,,,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,,,,,,,,,Yes,Grrr people,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Check!,No,,No,Yes,,,,,,,32
4241,1975,Female,"over $150,000",Married (w/kids),Master's Degree,Independent,,,,,No,No,Private,No,Yes,No,,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,,,,,,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Talk,People,Yes,No,No,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,,No,,,Online,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,88
4242,1949,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,Republican,,No,No,No,Yes,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,,No,Right,Yes,Yes,No,Yes,,,,,,,,,,,,,No,,Tunes,Technology,No,Yes,No,No,Yes,Supportive,No,,No,Cautious,No,,,,,,,Yes,No,Yes,Yay people!,No,No,No,Yes,Yes,Yes,Yes,,,,,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,Yes,No,,74
4243,1996,Male,,,Current K-12,Democrat,,No,No,No,Yes,Yes,Public,No,Yes,No,No,No,,Yes,Science,Study first,No,No,Yes,No,Receiving,No,Yes,,,,,,,,,,,,,,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,No,,Tunes,Technology,No,,No,,,,,,No,Risk-friendly,,Yes!,Yes,Space,,Online,No,Yes,No,Yes,Grrr people,Yes,,,,,Yes,,Yes,,,,Yes,,Optimist,,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,67
4244,1988,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,No,No,,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Rent,Pessimist,Mom,No,No,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,No,Yes,100
4245,1967,Male,"over $150,000",Married (w/kids),Master's Degree,Democrat,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,No,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Talk,People,No,No,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,101
4246,1991,Female,,Single (no kids),Bachelor's Degree,Democrat,,Yes,No,No,No,Yes,Public,,Yes,No,,,,,,,,,Yes,,,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,,Yes,,Yes,Start,Yes,No,Circumstances,Yes,,No,Yes,Yes,Mysterious,No,,,,No,No,Yes,No,No,,,Mac,,Cautious,Yes,Yes!,No,,,,,No,,,,,,,,No,Yes,Yes,No,,,,,,Optimist,,No,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,No,No,57
4247,NA,,,,,,,Yes,No,No,Yes,Yes,Public,Yes,,No,Yes,Yes,No,Yes,Science,,Yes,Yes,No,No,Giving,Yes,Yes,,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Circumstances,,No,No,,Yes,TMI,No,,Tunes,People,,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,No,93
4248,1976,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Independent,No,Yes,No,Yes,No,No,Public,No,No,No,No,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,No,Me,Yes,No,No,No,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
4249,1961,Male,"over $150,000",Married (w/kids),,Independent,,No,,Yes,,,,,,,,,,,,,,,,,,Yes,No,,,No,,,,,,Yes,,No,,Yes,,Yes,Yes,,,,No,,No,Mysterious,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,Yes,No,,,,,,,,,Nope,Yes,,,Yes,,,,,,,21
4250,1985,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Independent,,No,,,,,,No,No,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Talk,Technology,Yes,No,Yes,Yes,Yes,Demanding,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Rent,Pessimist,,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,68
4251,1988,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Libertarian,,No,No,Yes,No,Yes,Public,,Yes,No,Yes,,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,,P.M.,Yes,,Yes,No,,,,No,No,No,,No,No,Talk,Technology,No,No,Yes,,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,,No,Yes,Yes,Yes,Yay people!,No,No,No,No,No,Yes,,,,,,,,Optimist,,No,Yes,No,Yes,Check!,Yes,No,No,No,Yes,,Yes,No,No,Yes,80
4252,1975,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,,,,,,,,,,,,,No,Yes,Art,Try first,No,No,Yes,Yes,Giving,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
4253,1978,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,No,No,,,Yes,Pragmatist,No,No,,,No,Happy,Yes,Yes,Yes,No,,Yes,,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,,,,No,No,,Yes,Yes,Supportive,,,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,,No,No,Yes,No,Own,,,No,No,No,Yes,Check!,Yes,No,No,No,No,,,,,Yes,82
4254,1952,Male,"$25,001 - $50,000",Married (w/kids),High School Diploma,Democrat,Yes,No,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,No,Yes,Science,Try first,Yes,No,No,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,Yes,Mysterious,No,Yes,Talk,Technology,Yes,Yes,No,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
