UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
1799,1995,Male,,Single (no kids),Current Undergraduate,Independent,0,Yes,Yes,Yes,No,,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,,Yes,,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,,No,,Yes,End,Yes,No,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,,Yes,,,In-person,Yes,,Yes,,,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,,Yes,Yes,Yes,No,89
1800,1995,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Democrat,1,Yes,No,No,No,No,Yes,Public,Yes,Yes,Yes,No,Yes,No,Yes,Science,Study first,No,No,No,No,Receiving,No,Yes,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Right,No,No,No,Yes,A.M.,No,End,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Own,Pessimist,Mom,Yes,Yes,No,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,101
1801,1990,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,,,,,,,,,,,,,,,,,,,,,,,Yes,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,,Yes,No,No,P.M.,No,Start,,Yes,Circumstances,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Talk,People,,,,,,,,,Yes,Risk-friendly,,Yes!,No,Socialize,Yes,In-person,No,No,,,,Yes,No,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,Rent,Optimist,,,No,Yes,Yes,Check!,No,,,,,,,,,,51
1802,1978,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Libertarian,0,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,No,P.M.,No,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Talk,People,No,,,,,,No,PC,No,Cautious,No,Umm...,No,Socialize,No,Online,Yes,,Yes,,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,No,No,No,Yes,No,No,Yes,No,Yes,No,62
1803,NA,,,,,,0,,,,,,,,,,,No,Yes,,Yes,Art,,Yes,,,,,Yes,,,,,,,No,,,Yes,,,P.M.,Yes,,,No,,,,No,,Yes,,No,Yes,Tunes,People,,,,No,,,,,Yes,,,,,,,,,No,,,,Yes,Yes,,Yes,,No,Yes,,,Yes,Yes,,,Optimist,Dad,,Yes,Yes,Yes,Check!,,Yes,No,Yes,,,,,,,36
1804,1989,Female,"under $25,000",Single (w/kids),High School Diploma,Other,0,,,,,No,Yes,Public,Yes,Yes,Yes,Yes,Yes,No,Yes,Art,,Yes,No,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,,No,No,,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,Yes,Space,No,Online,No,No,Yes,No,Grrr people,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,94
1805,1984,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,0,No,No,No,No,No,No,Public,No,Yes,Yes,No,No,Yes,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Right,Yes,No,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,Yes,Mysterious,No,No,Talk,Technology,No,Yes,Yes,Yes,No,Supportive,Yes,PC,No,Cautious,Yes,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,No,No,No,Yes,No,No,Yes,100
1806,1995,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,0,,,,,,,,,,,,,,,,,,,Yes,,,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,,,,,,,,,,,Yes,No,,No,TMI,No,No,Tunes,Technology,,,,,,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,Pessimist,Dad,No,No,No,No,,No,,,,No,,,,,No,33
1807,1989,Male,"under $25,000",Single (no kids),Doctoral Degree,Democrat,1,No,No,No,No,No,No,Public,No,Yes,No,Yes,Yes,Yes,No,Science,Try first,No,Yes,Yes,No,Receiving,No,,,,,,,,,,,,,,,,,,,,,,,,TMI,Yes,No,Tunes,People,No,Yes,No,Yes,No,Supportive,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Socialize,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,,No,No,No,Yes,No,Yes,Rent,,,,,,,,,,,,,,,,,Yes,61
1808,1970,Female,"$100,001 - $150,000",Married (w/kids),Associate's Degree,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,66
1809,1944,Male,"under $25,000",Single (w/kids),Bachelor's Degree,Republican,0,,Yes,No,No,Yes,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,No,Yes,Receiving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Right,No,Yes,No,No,A.M.,No,End,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,,,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,Yes,Yes,Yes,,,,,Yes,94
1810,1989,Female,"$75,000 - $100,000",Single (no kids),Master's Degree,Democrat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Standard hours,Yes,Happy,Yes,Yes,,No,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,,,,,,,,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,No,Yes,No,Yes,,,No,No,No,No,Own,Optimist,Mom,No,Yes,,,,,,No,No,Yes,No,Only-child,Yes,No,Yes,60
1811,1994,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,No,Cool headed,Standard hours,Yes,Right,Yes,No,No,Yes,P.M.,No,Start,Yes,No,Circumstances,,,,,,TMI,Yes,No,Tunes,People,No,No,Yes,No,Yes,Supportive,Yes,,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,,Yes,Yes,Yay people!,No,No,Yes,No,No,No,No,No,No,No,No,No,Rent,Optimist,Mom,,No,No,Yes,Check!,No,No,No,Yes,,No,Yes,Yes,No,,70
1812,1981,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Other,0,,,No,,Yes,No,Public,No,Yes,No,Yes,,,,Science,,Yes,,,No,,No,Yes,,,,Cool headed,Standard hours,No,Happy,,Yes,Yes,No,P.M.,,Start,Yes,No,,Yes,,No,Yes,,,,,,Technology,No,,,,Yes,Supportive,No,PC,,Cautious,No,Yes!,No,Space,No,,,,,Yes,,Yes,No,,,,Yes,Yes,No,No,No,No,No,Rent,,,,,No,Yes,,,No,No,,,No,Yes,,No,,57
1813,1957,Male,"$50,000 - $74,999",Married (no kids),Master's Degree,Republican,1,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Talk,People,Yes,Yes,No,No,Yes,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimist,Mom,,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,71
1814,1997,Male,,Single (no kids),Current K-12,Independent,1,No,Yes,No,No,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,,,,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,,No,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,95
1815,1985,Male,"under $25,000",Single (no kids),Associate's Degree,Democrat,0,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,No,No,Yes,Receiving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,A.M.,No,Start,No,No,Circumstances,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Rent,Pessimist,Dad,No,Yes,No,No,Nope,Yes,No,No,No,No,No,Yes,Yes,No,No,100
1816,1985,Male,"$75,000 - $100,000",Married (w/kids),,Other,1,,No,No,Yes,No,No,Public,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Right,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,Online,No,,No,,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,,,No,,Yes,Yes,No,No,Yes,95
1817,1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,Yes,Yes,Yes,No,Yes,No,Public,No,Yes,Yes,Yes,No,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Receiving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,Yes,No,,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,100
1818,1994,Male,"under $25,000",Single (no kids),Current Undergraduate,Other,1,No,No,No,Yes,No,No,Public,No,No,No,No,Yes,Yes,No,Science,Try first,No,Yes,Yes,Yes,Giving,No,No,Idealist,No,No,,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Talk,Technology,Yes,No,No,Yes,No,Demanding,Yes,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,No,Online,No,No,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,100
1819,1968,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,Yes,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,Yes,Me,Yes,No,No,No,No,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,Yes,101
1820,1992,Female,"over $150,000",Single (no kids),Current Undergraduate,Other,0,,,,,,,,,,,,,,,,,,,,,,,Yes,Idealist,No,No,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,No,No,Yes,No,No,Demanding,No,,Yes,,No,Umm...,No,Space,No,Online,No,Yes,Yes,No,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,Yes,No,,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,54
1821,1990,Male,"$25,001 - $50,000",Single (w/kids),Current Undergraduate,Independent,0,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,No,Art,Study first,No,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,No,Yes,Yes,P.M.,No,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,PC,Yes,Risk-friendly,No,Yes!,Yes,Space,No,In-person,Yes,No,Yes,No,Grrr people,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Rent,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,Yes,,Yes,No,No,No,100
1822,1995,Male,"under $25,000",Single (no kids),,Other,1,,No,No,No,No,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,End,No,No,Me,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,No,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,99
1823,1951,Female,"$75,000 - $100,000",Married (w/kids),,Other,1,,No,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,Yes,Yes,No,Yes,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,,,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,94
1824,1987,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Libertarian,1,,,No,,,No,,,Yes,No,,,No,,Science,Try first,,,Yes,No,Giving,No,,,,Yes,Cool headed,Odd hours,Yes,Happy,,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,No,,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,No,,No,,,,Yes,,,,,No,Yes,No,Yes,No,Yes,No,No,No,,,,Rent,Optimist,Dad,No,Yes,,,,,No,No,,Yes,,Only-child,Yes,,,66
1825,1964,Female,"under $25,000",Single (w/kids),,Republican,1,,,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,,Art,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,Yes,Happy,,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,Yes,Space,No,In-person,Yes,Yes,No,No,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,97
1826,1978,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,,,,,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,No,Mysterious,No,,Talk,Technology,Yes,No,No,Yes,No,Demanding,,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,No,Yes,,,,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,,,Yes,No,Yes,Yes,,Yes,89
1827,1949,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Democrat,0,No,No,No,No,Yes,Yes,Public,Yes,Yes,No,No,No,No,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,,,Yes,Yes,No,P.M.,No,Start,No,No,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,,No,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,No,Yes,No,Yes,No,No,No,98
1828,1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Other,0,Yes,Yes,Yes,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,No,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,No,Yes,Me,No,Yes,No,No,Yes,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,Yes,,,No,Yes,,,,No,Rent,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,Yes,No,Yes,No,No,Only-child,No,No,Yes,96
1829,1986,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Independent,1,No,No,No,Yes,No,No,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,,No,,Yes,In-person,Yes,No,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,,,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,97
1830,1942,Male,"under $25,000",Single (no kids),Master's Degree,Independent,0,No,No,No,No,Yes,Yes,Public,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,Yes,Mysterious,No,Yes,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,No,No,,No,No,Yes,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,63
1831,1992,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,,No,Yes,,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,,No,,Tunes,Technology,No,Yes,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,No,97
1832,1987,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Democrat,1,Yes,No,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
1833,1953,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,0,No,No,No,No,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Own,Optimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,100
1834,1993,Female,"under $25,000",Married (w/kids),Current Undergraduate,Independent,1,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Giving,,,,,,,,,,,,,,,Yes,Start,Yes,No,,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,,No,,No,Online,No,No,Yes,Yes,Grrr people,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
1835,1971,Male,"$50,000 - $74,999",Married (w/kids),,Independent,1,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,,,No,,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Own,Pessimist,Mom,Yes,No,No,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,98
1836,1987,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Independent,1,,,,,,,,No,,No,,,No,Yes,Science,Study first,Yes,,No,No,Giving,No,No,Pragmatist,No,No,,,No,Happy,,Yes,Yes,No,,No,,Yes,No,,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,,,No,No,Demanding,No,PC,Yes,Cautious,,Umm...,No,Space,No,Online,Yes,Yes,No,Yes,Grrr people,No,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,No,Rent,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,80
1837,1963,Female,"over $150,000",Married (no kids),Bachelor's Degree,Republican,1,,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,No,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,Yes,No,Demanding,No,PC,No,Cautious,Yes,,,,,In-person,Yes,,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,,No,Yes,Yes,No,No,94
1838,1969,Female,"$50,000 - $74,999",Married (w/kids),,Democrat,0,,,,,,,,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,No,Start,No,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,No,Talk,Technology,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,No,Check!,No,No,No,Yes,No,Yes,Yes,No,No,No,94
